filename,augmentation,duration,sample_rate,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
carine_confirm.wav,original,1.770702947845805,22050,-410.1622619628906,60.59935760498047,48.06155014038086,-0.9498762488365173,26.80238914489746,9.83867359161377,-5.941034317016602,-5.500110149383545,5.9241108894348145,0.38253578543663025,-0.4080870747566223,5.811397075653076,-0.04190954193472862,117.49824523925781,59.58317184448242,27.769542694091797,24.562484741210938,10.035371780395508,17.856019973754883,19.591373443603516,17.445024490356445,7.879995822906494,12.286227226257324,5.67803430557251,7.099344253540039,6.826685905456543,7462.79296875,0.025754766538739204,0.17469054383116883,3542.6066005154826
carine_confirm.wav,pitch_shift,1.770702947845805,22050,-440.0166320800781,68.7303695678711,41.065006256103516,-0.6828905344009399,25.27961540222168,-0.4570060968399048,-11.939305305480957,0.16745412349700928,6.95304012298584,-2.0515658855438232,3.2902984619140625,1.0648882389068604,-7.875894069671631,114.64939880371094,59.31242752075195,31.340938568115234,23.072912216186523,14.522859573364258,20.66748809814453,18.37776756286621,15.135699272155762,8.239335060119629,9.568309783935547,7.007946968078613,5.443184852600098,9.944477081298828,6990.740411931818,0.016590354964137077,0.1739359273538961,3297.651938999458
carine_confirm.wav,time_stretch,1.4756009070294784,22050,-433.9449462890625,62.2506103515625,49.122344970703125,-3.36575984954834,26.2271728515625,9.018525123596191,-8.41290283203125,-8.030385971069336,4.582577705383301,-0.9518961310386658,-1.2353217601776123,6.4918317794799805,-0.3920108675956726,117.84087371826172,59.560935974121094,27.5598087310791,25.28388786315918,10.04906940460205,18.378250122070312,20.661441802978516,17.74613380432129,7.353290557861328,12.308311462402344,5.263169765472412,6.21327543258667,6.750124454498291,7454.189300537109,0.018753256648778915,0.1714935302734375,3531.5420002175047
carine_confirm.wav,background_noise,1.770702947845805,22050,-276.28335664798624,20.307420545404785,22.836366408081272,5.211421427247046,11.664335565106963,4.04656879173592,-2.476704807324037,-2.16872981570636,-0.4809377842389036,-0.8001525876211709,1.4227327272892163,3.1875239174760117,1.9018898621306815,37.53288353825432,38.283686463539446,19.599943930869347,11.519537882974191,7.651415136146419,11.16922102658443,13.464905932482722,12.415006279788784,8.665714996793689,8.38822651095766,5.0531981554209775,5.7519697413606306,5.792213154706016,8817.706853693182,0.027216490358114243,0.3330395190746753,4747.032869888716
carine_yes.wav,original,1.9413605442176871,22050,-403.49945068359375,72.3300552368164,45.78922653198242,2.3547897338867188,22.226551055908203,8.60802173614502,-1.6022279262542725,-3.7960405349731445,9.416708946228027,2.5068118572235107,-1.5775635242462158,1.6657767295837402,-2.7089955806732178,113.43098449707031,51.4278450012207,20.972164154052734,25.26106071472168,13.203774452209473,12.167984008789062,15.740945816040039,14.569337844848633,8.245987892150879,10.415166854858398,8.169501304626465,6.8858962059021,6.219344615936279,6719.64111328125,0.024273058399558067,0.13584100632440477,3113.6446783679808
carine_yes.wav,pitch_shift,1.9413605442176871,22050,-430.7077331542969,79.34049224853516,39.72023391723633,1.648032546043396,17.083261489868164,3.148805856704712,-8.27180004119873,1.9110863208770752,8.400002479553223,-3.9196155071258545,-2.5688297748565674,-1.3310807943344116,-9.348973274230957,113.48399353027344,46.823509216308594,21.41661262512207,24.006277084350586,12.434345245361328,14.003641128540039,19.498186111450195,9.355602264404297,9.60380744934082,9.07919979095459,8.07898235321045,8.067671775817871,9.888665199279785,6331.915283203125,0.013747978955507278,0.12836565290178573,2847.3270034012307
carine_yes.wav,time_stretch,1.6177777777777778,22050,-424.7998352050781,70.38337707519531,49.49542999267578,1.1197154521942139,19.807790756225586,8.67770767211914,-3.0407230854034424,-6.274501800537109,10.147989273071289,1.4180381298065186,-1.7524340152740479,1.883277416229248,-4.040780067443848,116.30203247070312,44.562129974365234,20.510282516479492,24.564327239990234,11.598341941833496,10.181422233581543,15.422476768493652,15.552098274230957,7.343565464019775,10.623677253723145,7.470038890838623,7.127106189727783,5.435468673706055,7385.42724609375,0.016242194920778275,0.14326171875,3251.4895521690655
carine_yes.wav,background_noise,1.9413605442176871,22050,-273.6619406490972,26.415150820431037,23.9730250814397,8.587489538754028,8.624317110487699,4.384073312249074,0.9703803423994244,-2.3011588518514166,2.293435236299336,0.9882685469471213,1.3003014873086245,-1.0595233520981195,-1.073761418388207,35.357404122847726,32.491622957795116,15.458075574553899,11.545045802226133,7.527302277377539,8.70575037880863,9.268896122916596,9.711880455352988,5.765911723407597,6.703605262705816,5.5309422518180185,5.954327093569604,5.7298918816251785,8825.921630859375,0.0255918949842453,0.2896205357142857,4538.3331024764375
confirm-transaction-best.wav,original,3.648027210884354,22050,-436.1697082519531,78.50733947753906,3.681975841522217,-20.91094970703125,-11.941914558410645,-10.530427932739258,-0.47894954681396484,1.1372755765914917,-6.014955520629883,-10.97463321685791,-9.1544189453125,-2.260230302810669,-6.220242023468018,139.1549835205078,59.08399963378906,20.294580459594727,20.727783203125,11.043063163757324,15.318536758422852,8.059685707092285,9.376639366149902,11.744574546813965,12.595410346984863,9.455476760864258,8.123225212097168,9.053201675415039,3656.6240914260284,0.016206901520490646,0.12864356704905064,2119.552621382201
confirm-transaction-best.wav,pitch_shift,3.648027210884354,22050,-458.8347473144531,73.67891693115234,-3.89017915725708,-23.641496658325195,-11.915048599243164,-8.606517791748047,2.17151141166687,-4.637292385101318,-11.379230499267578,-11.455117225646973,-4.623884201049805,-5.487056732177734,-11.089407920837402,130.22035217285156,55.94503402709961,20.689390182495117,20.668216705322266,12.849239349365234,12.987954139709473,7.822324752807617,10.121480941772461,13.321830749511719,13.324411392211914,7.740158557891846,6.867509365081787,8.413951873779297,3893.2167536095726,0.011886309832334518,0.14707772943037975,2259.1968840871073
